;
;  These parameters are from Edgar Muller (Edgar.Muller@icma.unil.ch).
;   They are mainly from Pykko, with some modifications.
;   The idea of this parameter set is to provide a consistent set
;    across the periodic table.
;
;EHParameters: new set elaborated on the base of Pyykkoe's table:
;P.Pyykkoe and L.L. Lohr, Jr.; Inorg. Chem. 1981, 20, 1950-1959, supp. material
;double zeta expansion for transition elements from N.J.Fitzpatrick and
;G. H. Murphy, Inorg. Chimica Acta 111, (1986), 139-140.
;alpha and zeta values of Cr, Cu, Pt and Au have been extrapolated from their
;dns2 neighbours respectively;
;values for the 2nd transition series have been interpolated based on the
;dns2 configurations of Zr, Tc and Cd;
;values for the lanthanides have been interpolated on the basis of an
;fns2 configuration
;pseudo-relativistic parameters for Th, Pa, U, Np, Pu and Am are from
;P.Pyykkoe and L. Laaksonen, J. Phys. Chem. 1984, 88, 4892-95.
;numberOfBasisFunctions: 300
;Atomlab AtNo Nvalen Nzeta Nquant Ang  IP       exp1     exp2   coeff1   coeff2  
H        1      1      1     1     s  -13.606   1.0000   0.0000   1.0000   0.0000 
HE       2      2      1     1     s  -24.979   1.6180   0.0000   1.0000   0.0000 
LI       3      1      1     2     s   -5.342   0.6450   0.0000   1.0000   0.0000 
LI       3      1      1     2     p   -3.499   0.5240   0.0000   1.0000   0.0000 
BE       4      2      1     2     s   -8.416   0.9440   0.0000   1.0000   0.0000 
BE       4      2      1     2     p   -5.632   0.8750   0.0000   1.0000   0.0000 
B        5      3      1     2     s  -13.462   1.2650   0.0000   1.0000   0.0000 
B        5      3      1     2     p   -8.432   1.1340   0.0000   1.0000   0.0000 
C        6      4      1     2     s  -19.376   1.5760   0.0000   1.0000   0.0000 
C        6      4      1     2     p  -11.072   1.4350   0.0000   1.0000   0.0000 
N        7      5      1     2     s  -26.223   1.8850   0.0000   1.0000   0.0000 
N        7      5      1     2     p  -13.841   1.7280   0.0000   1.0000   0.0000 
O        8      6      1     2     s  -34.024   2.1920   0.0000   1.0000   0.0000 
O        8      6      1     2     p  -16.768   2.0180   0.0000   1.0000   0.0000 
F        9      7      1     2     s  -42.791   2.4970   0.0000   1.0000   0.0000 
F        9      7      1     2     p  -19.865   2.3050   0.0000   1.0000   0.0000 
